"Parameters","Mean","Std","Skewness","Kurtosis"
"y",1.0000422263014872,0.007317508111862,0.007825017535413615,-0.9955706217436275
"u",0.0629640729568091,0.22516198847884436,0.2425904490144746,-0.1365149410656703
"ft",0.7280762790507921,0.20526587840186247,-0.3255765619923742,-0.5003448714517669
"st",0.04738622225793992,0.15638773070484085,1.720069590011137,3.311899587789001
"w",0.9599310308326088,0.005483795174751372,0.3913557829900942,-0.7642038630129657
