Series ID,Year,Period,Value
LNS11300002,1957,M05,"36,6"
LNS11300002,1957,M06,"36,8"
LNS11300002,1957,M07,"37,2"
LNS11300002,1957,M08,"36,6"
LNS11300002,1957,M09,"36,9"
LNS11300002,1957,M10,"37,0"
LNS11300002,1957,M11,"36,9"
LNS11300002,1957,M12,"37,1"
LNS11300002,1958,M01,"36,8"
LNS11300002,1958,M02,"37,0"
LNS11300002,1958,M03,"37,0"
LNS11300002,1958,M04,"37,3"
LNS11300002,1958,M05,"37,4"
LNS11300002,1958,M06,"37,1"
LNS11300002,1958,M07,"37,0"
LNS11300002,1958,M08,"37,3"
LNS11300002,1958,M09,"37,0"
LNS11300002,1958,M10,"37,0"
LNS11300002,1958,M11,"36,8"
LNS11300002,1958,M12,"36,9"
LNS11300002,1959,M01,"37,1"
LNS11300002,1959,M02,"36,8"
LNS11300002,1959,M03,"37,1"
LNS11300002,1959,M04,"37,3"
LNS11300002,1959,M05,"37,1"
LNS11300002,1959,M06,"37,3"
LNS11300002,1959,M07,"37,1"
LNS11300002,1959,M08,"37,1"
LNS11300002,1959,M09,"37,0"
LNS11300002,1959,M10,"37,4"
LNS11300002,1959,M11,"37,0"
LNS11300002,1959,M12,"37,3"
LNS11300002,1960,M01,"37,0"
LNS11300002,1960,M02,"37,1"
LNS11300002,1960,M03,"36,6"
LNS11300002,1960,M04,"37,8"
LNS11300002,1960,M05,"37,9"
LNS11300002,1960,M06,"38,4"
LNS11300002,1960,M07,"38,1"
LNS11300002,1960,M08,"37,9"
LNS11300002,1960,M09,"38,2"
LNS11300002,1960,M10,"37,7"
LNS11300002,1960,M11,"38,2"
LNS11300002,1960,M12,"38,2"
LNS11300002,1961,M01,"38,2"
LNS11300002,1961,M02,"38,5"
LNS11300002,1961,M03,"38,7"
LNS11300002,1961,M04,"38,1"
LNS11300002,1961,M05,"38,1"
LNS11300002,1961,M06,"38,6"
LNS11300002,1961,M07,"38,1"
LNS11300002,1961,M08,"38,0"
LNS11300002,1961,M09,"37,7"
LNS11300002,1961,M10,"38,0"
LNS11300002,1961,M11,"37,8"
LNS11300002,1961,M12,"37,5"
LNS11300002,1962,M01,"37,9"
LNS11300002,1962,M02,"38,0"
LNS11300002,1962,M03,"37,8"
LNS11300002,1962,M04,"37,8"
LNS11300002,1962,M05,"37,8"
LNS11300002,1962,M06,"37,8"
LNS11300002,1962,M07,"37,7"
LNS11300002,1962,M08,"38,3"
LNS11300002,1962,M09,"38,3"
LNS11300002,1962,M10,"37,9"
LNS11300002,1962,M11,"37,8"
LNS11300002,1962,M12,"37,8"
LNS11300002,1963,M01,"38,0"
LNS11300002,1963,M02,"38,2"
LNS11300002,1963,M03,"38,2"
LNS11300002,1963,M04,"38,4"
LNS11300002,1963,M05,"38,5"
LNS11300002,1963,M06,"38,1"
LNS11300002,1963,M07,"38,3"
LNS11300002,1963,M08,"38,0"
LNS11300002,1963,M09,"38,4"
LNS11300002,1963,M10,"38,6"
LNS11300002,1963,M11,"38,5"
LNS11300002,1963,M12,"38,3"
LNS11300002,1964,M01,"38,4"
LNS11300002,1964,M02,"38,8"
LNS11300002,1964,M03,"38,7"
LNS11300002,1964,M04,"39,2"
LNS11300002,1964,M05,"39,1"
LNS11300002,1964,M06,"38,8"
LNS11300002,1964,M07,"38,5"
LNS11300002,1964,M08,"38,6"
LNS11300002,1964,M09,"38,5"
LNS11300002,1964,M10,"38,6"
LNS11300002,1964,M11,"38,5"
LNS11300002,1964,M12,"38,8"
LNS11300002,1965,M01,"38,7"
LNS11300002,1965,M02,"38,8"
LNS11300002,1965,M03,"39,0"
LNS11300002,1965,M04,"39,0"
LNS11300002,1965,M05,"39,0"
LNS11300002,1965,M06,"39,4"
LNS11300002,1965,M07,"39,5"
LNS11300002,1965,M08,"39,3"
LNS11300002,1965,M09,"39,3"
LNS11300002,1965,M10,"39,5"
LNS11300002,1965,M11,"39,6"
LNS11300002,1965,M12,"39,8"
LNS11300002,1966,M01,"39,8"
LNS11300002,1966,M02,"39,6"
LNS11300002,1966,M03,"39,6"
LNS11300002,1966,M04,"39,8"
LNS11300002,1966,M05,"40,0"
LNS11300002,1966,M06,"40,1"
LNS11300002,1966,M07,"40,2"
LNS11300002,1966,M08,"40,5"
LNS11300002,1966,M09,"40,7"
LNS11300002,1966,M10,"40,7"
LNS11300002,1966,M11,"41,1"
LNS11300002,1966,M12,"41,0"
LNS11300002,1967,M01,"40,8"
LNS11300002,1967,M02,"40,7"
LNS11300002,1967,M03,"40,4"
LNS11300002,1967,M04,"40,9"
LNS11300002,1967,M05,"40,7"
LNS11300002,1967,M06,"41,0"
LNS11300002,1967,M07,"41,1"
LNS11300002,1967,M08,"41,2"
LNS11300002,1967,M09,"41,4"
LNS11300002,1967,M10,"41,7"
LNS11300002,1967,M11,"41,6"
LNS11300002,1967,M12,"41,9"
LNS11300002,1968,M01,"41,0"
LNS11300002,1968,M02,"41,4"
LNS11300002,1968,M03,"41,5"
LNS11300002,1968,M04,"41,4"
LNS11300002,1968,M05,"42,0"
LNS11300002,1968,M06,"42,0"
LNS11300002,1968,M07,"41,8"
LNS11300002,1968,M08,"41,4"
LNS11300002,1968,M09,"41,6"
LNS11300002,1968,M10,"41,6"
LNS11300002,1968,M11,"41,8"
LNS11300002,1968,M12,"41,8"
LNS11300002,1969,M01,"41,9"
LNS11300002,1969,M02,"42,3"
LNS11300002,1969,M03,"42,3"
LNS11300002,1969,M04,"42,5"
LNS11300002,1969,M05,"42,4"
LNS11300002,1969,M06,"42,9"
LNS11300002,1969,M07,"42,9"
LNS11300002,1969,M08,"43,0"
LNS11300002,1969,M09,"42,9"
LNS11300002,1969,M10,"43,2"
LNS11300002,1969,M11,"43,0"
LNS11300002,1969,M12,"43,1"
LNS11300002,1970,M01,"43,3"
LNS11300002,1970,M02,"43,2"
LNS11300002,1970,M03,"43,4"
LNS11300002,1970,M04,"43,6"
LNS11300002,1970,M05,"43,1"
LNS11300002,1970,M06,"43,1"
LNS11300002,1970,M07,"43,5"
LNS11300002,1970,M08,"43,4"
LNS11300002,1970,M09,"43,2"
LNS11300002,1970,M10,"43,5"
LNS11300002,1970,M11,"43,5"
LNS11300002,1970,M12,"43,4"
LNS11300002,1971,M01,"43,6"
LNS11300002,1971,M02,"43,3"
LNS11300002,1971,M03,"43,3"
LNS11300002,1971,M04,"43,2"
LNS11300002,1971,M05,"43,2"
LNS11300002,1971,M06,"42,8"
LNS11300002,1971,M07,"43,1"
LNS11300002,1971,M08,"43,3"
LNS11300002,1971,M09,"43,4"
LNS11300002,1971,M10,"43,5"
LNS11300002,1971,M11,"43,8"
LNS11300002,1971,M12,"43,8"
LNS11300002,1972,M01,"43,8"
LNS11300002,1972,M02,"43,6"
LNS11300002,1972,M03,"43,9"
LNS11300002,1972,M04,"43,9"
LNS11300002,1972,M05,"43,9"
LNS11300002,1972,M06,"43,9"
LNS11300002,1972,M07,"43,9"
LNS11300002,1972,M08,"44,0"
LNS11300002,1972,M09,"43,9"
LNS11300002,1972,M10,"43,9"
LNS11300002,1972,M11,"43,9"
LNS11300002,1972,M12,"44,0"
LNS11300002,1973,M01,"43,7"
LNS11300002,1973,M02,"44,3"
LNS11300002,1973,M03,"44,4"
LNS11300002,1973,M04,"44,6"
LNS11300002,1973,M05,"44,6"
LNS11300002,1973,M06,"45,0"
LNS11300002,1973,M07,"44,8"
LNS11300002,1973,M08,"44,8"
LNS11300002,1973,M09,"45,0"
LNS11300002,1973,M10,"45,0"
LNS11300002,1973,M11,"45,3"
LNS11300002,1973,M12,"45,3"
LNS11300002,1974,M01,"45,1"
LNS11300002,1974,M02,"45,4"
LNS11300002,1974,M03,"45,5"
LNS11300002,1974,M04,"45,4"
LNS11300002,1974,M05,"45,5"
LNS11300002,1974,M06,"45,7"
LNS11300002,1974,M07,"46,1"
LNS11300002,1974,M08,"45,7"
LNS11300002,1974,M09,"46,0"
LNS11300002,1974,M10,"45,8"
LNS11300002,1974,M11,"45,9"
LNS11300002,1974,M12,"45,9"
LNS11300002,1975,M01,"46,3"
LNS11300002,1975,M02,"45,9"
LNS11300002,1975,M03,"46,2"
LNS11300002,1975,M04,"46,3"
LNS11300002,1975,M05,"46,4"
LNS11300002,1975,M06,"46,3"
LNS11300002,1975,M07,"46,4"
LNS11300002,1975,M08,"46,5"
LNS11300002,1975,M09,"46,4"
LNS11300002,1975,M10,"46,5"
LNS11300002,1975,M11,"46,4"
LNS11300002,1975,M12,"46,6"
LNS11300002,1976,M01,"46,9"
LNS11300002,1976,M02,"46,9"
LNS11300002,1976,M03,"47,0"
LNS11300002,1976,M04,"47,1"
LNS11300002,1976,M05,"47,2"
LNS11300002,1976,M06,"47,3"
LNS11300002,1976,M07,"47,6"
LNS11300002,1976,M08,"47,6"
LNS11300002,1976,M09,"47,3"
LNS11300002,1976,M10,"47,3"
LNS11300002,1976,M11,"47,7"
LNS11300002,1976,M12,"47,7"
LNS11300002,1977,M01,"47,6"
LNS11300002,1977,M02,"47,9"
LNS11300002,1977,M03,"48,2"
LNS11300002,1977,M04,"48,3"
LNS11300002,1977,M05,"48,4"
LNS11300002,1977,M06,"48,5"
LNS11300002,1977,M07,"48,3"
LNS11300002,1977,M08,"48,6"
LNS11300002,1977,M09,"48,8"
LNS11300002,1977,M10,"48,6"
LNS11300002,1977,M11,"49,1"
LNS11300002,1977,M12,"48,9"
LNS11300002,1978,M01,"49,2"
LNS11300002,1978,M02,"49,2"
LNS11300002,1978,M03,"49,4"
LNS11300002,1978,M04,"49,7"
LNS11300002,1978,M05,"49,9"
LNS11300002,1978,M06,"50,1"
LNS11300002,1978,M07,"50,1"
LNS11300002,1978,M08,"50,0"
LNS11300002,1978,M09,"50,4"
LNS11300002,1978,M10,"50,4"
LNS11300002,1978,M11,"50,5"
LNS11300002,1978,M12,"50,6"
LNS11300002,1979,M01,"50,5"
LNS11300002,1979,M02,"50,8"
LNS11300002,1979,M03,"51,0"
LNS11300002,1979,M04,"50,6"
LNS11300002,1979,M05,"50,6"
LNS11300002,1979,M06,"50,7"
LNS11300002,1979,M07,"50,9"
LNS11300002,1979,M08,"51,0"
LNS11300002,1979,M09,"51,1"
LNS11300002,1979,M10,"51,3"
LNS11300002,1979,M11,"51,3"
LNS11300002,1979,M12,"51,5"
LNS11300002,1980,M01,"51,6"
LNS11300002,1980,M02,"51,5"
LNS11300002,1980,M03,"51,3"
LNS11300002,1980,M04,"51,4"
LNS11300002,1980,M05,"51,5"
LNS11300002,1980,M06,"51,3"
LNS11300002,1980,M07,"51,5"
LNS11300002,1980,M08,"51,5"
LNS11300002,1980,M09,"51,4"
LNS11300002,1980,M10,"51,6"
LNS11300002,1980,M11,"51,6"
LNS11300002,1980,M12,"51,5"
LNS11300002,1981,M01,"51,9"
LNS11300002,1981,M02,"52,0"
LNS11300002,1981,M03,"52,1"
LNS11300002,1981,M04,"52,3"
LNS11300002,1981,M05,"52,4"
LNS11300002,1981,M06,"52,1"
LNS11300002,1981,M07,"52,1"
LNS11300002,1981,M08,"52,1"
LNS11300002,1981,M09,"51,7"
LNS11300002,1981,M10,"52,3"
LNS11300002,1981,M11,"52,4"
LNS11300002,1981,M12,"52,0"
LNS11300002,1982,M01,"52,1"
LNS11300002,1982,M02,"52,3"
LNS11300002,1982,M03,"52,4"
LNS11300002,1982,M04,"52,4"
LNS11300002,1982,M05,"52,7"
LNS11300002,1982,M06,"52,7"
LNS11300002,1982,M07,"52,8"
LNS11300002,1982,M08,"52,8"
LNS11300002,1982,M09,"52,8"
LNS11300002,1982,M10,"52,7"
LNS11300002,1982,M11,"52,9"
LNS11300002,1982,M12,"53,0"
LNS11300002,1983,M01,"52,9"
LNS11300002,1983,M02,"52,7"
LNS11300002,1983,M03,"52,6"
LNS11300002,1983,M04,"52,6"
LNS11300002,1983,M05,"52,5"
LNS11300002,1983,M06,"53,0"
LNS11300002,1983,M07,"52,8"
LNS11300002,1983,M08,"53,2"
LNS11300002,1983,M09,"53,3"
LNS11300002,1983,M10,"53,0"
LNS11300002,1983,M11,"53,1"
LNS11300002,1983,M12,"53,2"
LNS11300002,1984,M01,"52,9"
LNS11300002,1984,M02,"53,2"
LNS11300002,1984,M03,"53,2"
LNS11300002,1984,M04,"53,5"
LNS11300002,1984,M05,"53,9"
LNS11300002,1984,M06,"53,7"
LNS11300002,1984,M07,"53,9"
LNS11300002,1984,M08,"53,7"
LNS11300002,1984,M09,"53,5"
LNS11300002,1984,M10,"53,7"
LNS11300002,1984,M11,"53,7"
LNS11300002,1984,M12,"53,9"
LNS11300002,1985,M01,"54,2"
LNS11300002,1985,M02,"54,4"
LNS11300002,1985,M03,"54,6"
LNS11300002,1985,M04,"54,5"
LNS11300002,1985,M05,"54,4"
LNS11300002,1985,M06,"54,1"
LNS11300002,1985,M07,"54,3"
LNS11300002,1985,M08,"54,2"
LNS11300002,1985,M09,"54,6"
LNS11300002,1985,M10,"54,6"
LNS11300002,1985,M11,"54,7"
LNS11300002,1985,M12,"54,9"
LNS11300002,1986,M01,"54,7"
LNS11300002,1986,M02,"54,8"
LNS11300002,1986,M03,"55,1"
LNS11300002,1986,M04,"55,1"
LNS11300002,1986,M05,"55,2"
LNS11300002,1986,M06,"55,5"
LNS11300002,1986,M07,"55,5"
LNS11300002,1986,M08,"55,6"
LNS11300002,1986,M09,"55,5"
LNS11300002,1986,M10,"55,7"
LNS11300002,1986,M11,"55,5"
LNS11300002,1986,M12,"55,4"
LNS11300002,1987,M01,"55,4"
LNS11300002,1987,M02,"55,6"
LNS11300002,1987,M03,"55,8"
LNS11300002,1987,M04,"55,8"
LNS11300002,1987,M05,"56,1"
LNS11300002,1987,M06,"55,9"
LNS11300002,1987,M07,"56,1"
LNS11300002,1987,M08,"56,2"
LNS11300002,1987,M09,"56,0"
LNS11300002,1987,M10,"56,3"
LNS11300002,1987,M11,"56,3"
LNS11300002,1987,M12,"56,4"
LNS11300002,1988,M01,"56,4"
LNS11300002,1988,M02,"56,5"
LNS11300002,1988,M03,"56,4"
LNS11300002,1988,M04,"56,4"
LNS11300002,1988,M05,"56,1"
LNS11300002,1988,M06,"56,4"
LNS11300002,1988,M07,"56,5"
LNS11300002,1988,M08,"56,6"
LNS11300002,1988,M09,"56,6"
LNS11300002,1988,M10,"56,8"
LNS11300002,1988,M11,"57,2"
LNS11300002,1988,M12,"57,2"
LNS11300002,1989,M01,"57,5"
LNS11300002,1989,M02,"57,1"
LNS11300002,1989,M03,"57,2"
LNS11300002,1989,M04,"57,3"
LNS11300002,1989,M05,"57,3"
LNS11300002,1989,M06,"57,3"
LNS11300002,1989,M07,"57,4"
LNS11300002,1989,M08,"57,5"
LNS11300002,1989,M09,"57,5"
LNS11300002,1989,M10,"57,4"
LNS11300002,1989,M11,"57,8"
LNS11300002,1989,M12,"57,5"
LNS11300002,1990,M01,"57,7"
LNS11300002,1990,M02,"57,6"
LNS11300002,1990,M03,"57,6"
LNS11300002,1990,M04,"57,5"
LNS11300002,1990,M05,"57,7"
LNS11300002,1990,M06,"57,4"
LNS11300002,1990,M07,"57,5"
LNS11300002,1990,M08,"57,6"
LNS11300002,1990,M09,"57,6"
LNS11300002,1990,M10,"57,4"
LNS11300002,1990,M11,"57,4"
LNS11300002,1990,M12,"57,3"
LNS11300002,1991,M01,"57,3"
LNS11300002,1991,M02,"57,4"
LNS11300002,1991,M03,"57,3"
LNS11300002,1991,M04,"57,6"
LNS11300002,1991,M05,"57,4"
LNS11300002,1991,M06,"57,4"
LNS11300002,1991,M07,"57,2"
LNS11300002,1991,M08,"57,2"
LNS11300002,1991,M09,"57,4"
LNS11300002,1991,M10,"57,5"
LNS11300002,1991,M11,"57,5"
LNS11300002,1991,M12,"57,5"
LNS11300002,1992,M01,"57,7"
LNS11300002,1992,M02,"57,7"
LNS11300002,1992,M03,"57,8"
LNS11300002,1992,M04,"57,9"
LNS11300002,1992,M05,"57,8"
LNS11300002,1992,M06,"57,9"
LNS11300002,1992,M07,"58,1"
LNS11300002,1992,M08,"58,0"
LNS11300002,1992,M09,"57,8"
LNS11300002,1992,M10,"57,6"
LNS11300002,1992,M11,"57,8"
LNS11300002,1992,M12,"57,9"
LNS11300002,1993,M01,"57,7"
LNS11300002,1993,M02,"57,7"
LNS11300002,1993,M03,"57,6"
LNS11300002,1993,M04,"57,7"
LNS11300002,1993,M05,"58,0"
LNS11300002,1993,M06,"58,0"
LNS11300002,1993,M07,"57,9"
LNS11300002,1993,M08,"58,0"
LNS11300002,1993,M09,"57,9"
LNS11300002,1993,M10,"58,1"
LNS11300002,1993,M11,"58,2"
LNS11300002,1993,M12,"58,4"
LNS11300002,1994,M01,"58,7"
LNS11300002,1994,M02,"58,8"
LNS11300002,1994,M03,"58,7"
LNS11300002,1994,M04,"58,8"
LNS11300002,1994,M05,"58,9"
LNS11300002,1994,M06,"58,7"
LNS11300002,1994,M07,"58,6"
LNS11300002,1994,M08,"58,9"
LNS11300002,1994,M09,"58,9"
LNS11300002,1994,M10,"58,9"
LNS11300002,1994,M11,"58,9"
LNS11300002,1994,M12,"58,7"
LNS11300002,1995,M01,"58,8"
LNS11300002,1995,M02,"58,8"
LNS11300002,1995,M03,"58,8"
LNS11300002,1995,M04,"59,2"
LNS11300002,1995,M05,"58,8"
LNS11300002,1995,M06,"58,7"
LNS11300002,1995,M07,"59,1"
LNS11300002,1995,M08,"59,0"
LNS11300002,1995,M09,"59,0"
LNS11300002,1995,M10,"59,2"
LNS11300002,1995,M11,"59,1"
LNS11300002,1995,M12,"58,9"
LNS11300002,1996,M01,"58,9"
LNS11300002,1996,M02,"58,9"
LNS11300002,1996,M03,"59,0"
LNS11300002,1996,M04,"59,1"
LNS11300002,1996,M05,"59,1"
LNS11300002,1996,M06,"59,0"
LNS11300002,1996,M07,"59,3"
LNS11300002,1996,M08,"59,3"
LNS11300002,1996,M09,"59,5"
LNS11300002,1996,M10,"59,6"
LNS11300002,1996,M11,"59,8"
LNS11300002,1996,M12,"59,8"
LNS11300002,1997,M01,"59,6"
LNS11300002,1997,M02,"59,5"
LNS11300002,1997,M03,"59,8"
LNS11300002,1997,M04,"59,7"
LNS11300002,1997,M05,"59,8"
LNS11300002,1997,M06,"59,7"
LNS11300002,1997,M07,"60,0"
LNS11300002,1997,M08,"59,9"
LNS11300002,1997,M09,"60,0"
LNS11300002,1997,M10,"59,8"
LNS11300002,1997,M11,"59,8"
LNS11300002,1997,M12,"60,1"
LNS11300002,1998,M01,"59,9"
LNS11300002,1998,M02,"59,9"
LNS11300002,1998,M03,"59,9"
LNS11300002,1998,M04,"59,7"
LNS11300002,1998,M05,"59,7"
LNS11300002,1998,M06,"59,7"
LNS11300002,1998,M07,"59,7"
LNS11300002,1998,M08,"59,8"
LNS11300002,1998,M09,"60,0"
LNS11300002,1998,M10,"60,0"
LNS11300002,1998,M11,"59,9"
LNS11300002,1998,M12,"60,0"
LNS11300002,1999,M01,"60,1"
LNS11300002,1999,M02,"60,0"
LNS11300002,1999,M03,"59,9"
LNS11300002,1999,M04,"60,1"
LNS11300002,1999,M05,"59,9"
LNS11300002,1999,M06,"60,1"
LNS11300002,1999,M07,"60,0"
LNS11300002,1999,M08,"60,0"
LNS11300002,1999,M09,"60,0"
LNS11300002,1999,M10,"60,1"
LNS11300002,1999,M11,"60,2"
LNS11300002,1999,M12,"60,1"
LNS11300002,2000,M01,"60,1"
LNS11300002,2000,M02,"60,0"
LNS11300002,2000,M03,"60,1"
LNS11300002,2000,M04,"60,3"
LNS11300002,2000,M05,"60,0"
LNS11300002,2000,M06,"60,0"
LNS11300002,2000,M07,"59,9"
LNS11300002,2000,M08,"59,6"
LNS11300002,2000,M09,"59,8"
LNS11300002,2000,M10,"59,7"
LNS11300002,2000,M11,"59,9"
LNS11300002,2000,M12,"59,9"
LNS11300002,2001,M01,"60,1"
LNS11300002,2001,M02,"60,0"
LNS11300002,2001,M03,"60,2"
LNS11300002,2001,M04,"59,8"
LNS11300002,2001,M05,"59,7"
LNS11300002,2001,M06,"59,7"
LNS11300002,2001,M07,"59,7"
LNS11300002,2001,M08,"59,5"
LNS11300002,2001,M09,"59,6"
LNS11300002,2001,M10,"59,7"
LNS11300002,2001,M11,"59,8"
LNS11300002,2001,M12,"59,7"
LNS11300002,2002,M01,"59,5"
LNS11300002,2002,M02,"59,9"
LNS11300002,2002,M03,"59,7"
LNS11300002,2002,M04,"59,7"
LNS11300002,2002,M05,"59,6"
LNS11300002,2002,M06,"59,6"
LNS11300002,2002,M07,"59,5"
LNS11300002,2002,M08,"59,6"
LNS11300002,2002,M09,"59,7"
LNS11300002,2002,M10,"59,6"
LNS11300002,2002,M11,"59,5"
LNS11300002,2002,M12,"59,5"
LNS11300002,2003,M01,"59,7"
LNS11300002,2003,M02,"59,6"
LNS11300002,2003,M03,"59,7"
LNS11300002,2003,M04,"59,7"
LNS11300002,2003,M05,"59,7"
LNS11300002,2003,M06,"59,9"
LNS11300002,2003,M07,"59,5"
LNS11300002,2003,M08,"59,5"
LNS11300002,2003,M09,"59,1"
LNS11300002,2003,M10,"59,3"
LNS11300002,2003,M11,"59,2"
LNS11300002,2003,M12,"59,0"
LNS11300002,2004,M01,"59,1"
LNS11300002,2004,M02,"59,2"
LNS11300002,2004,M03,"59,3"
LNS11300002,2004,M04,"59,2"
LNS11300002,2004,M05,"59,3"
LNS11300002,2004,M06,"59,3"
LNS11300002,2004,M07,"59,3"
LNS11300002,2004,M08,"59,0"
LNS11300002,2004,M09,"59,0"
LNS11300002,2004,M10,"59,0"
LNS11300002,2004,M11,"59,0"
LNS11300002,2004,M12,"59,1"
LNS11300002,2005,M01,"59,1"
LNS11300002,2005,M02,"59,1"
LNS11300002,2005,M03,"59,0"
LNS11300002,2005,M04,"59,2"
LNS11300002,2005,M05,"59,3"
LNS11300002,2005,M06,"59,2"
LNS11300002,2005,M07,"59,2"
LNS11300002,2005,M08,"59,3"
LNS11300002,2005,M09,"59,4"
LNS11300002,2005,M10,"59,5"
LNS11300002,2005,M11,"59,3"
LNS11300002,2005,M12,"59,2"
LNS11300002,2006,M01,"59,1"
LNS11300002,2006,M02,"59,3"
LNS11300002,2006,M03,"59,2"
LNS11300002,2006,M04,"59,2"
LNS11300002,2006,M05,"59,2"
LNS11300002,2006,M06,"59,5"
LNS11300002,2006,M07,"59,6"
LNS11300002,2006,M08,"59,5"
LNS11300002,2006,M09,"59,3"
LNS11300002,2006,M10,"59,4"
LNS11300002,2006,M11,"59,5"
LNS11300002,2006,M12,"59,5"
LNS11300002,2007,M01,"59,5"
LNS11300002,2007,M02,"59,4"
LNS11300002,2007,M03,"59,4"
LNS11300002,2007,M04,"58,9"
LNS11300002,2007,M05,"59,1"
LNS11300002,2007,M06,"59,3"
LNS11300002,2007,M07,"59,3"
LNS11300002,2007,M08,"59,2"
LNS11300002,2007,M09,"59,5"
LNS11300002,2007,M10,"59,2"
LNS11300002,2007,M11,"59,4"
LNS11300002,2007,M12,"59,4"
LNS11300002,2008,M01,"59,5"
LNS11300002,2008,M02,"59,3"
LNS11300002,2008,M03,"59,5"
LNS11300002,2008,M04,"59,4"
LNS11300002,2008,M05,"59,6"
LNS11300002,2008,M06,"59,5"
LNS11300002,2008,M07,"59,4"
LNS11300002,2008,M08,"59,6"
LNS11300002,2008,M09,"59,4"
LNS11300002,2008,M10,"59,6"
LNS11300002,2008,M11,"59,5"
LNS11300002,2008,M12,"59,5"
LNS11300002,2009,M01,"59,4"
LNS11300002,2009,M02,"59,5"
LNS11300002,2009,M03,"59,5"
