Series ID,Year,Period,Month,Value,Description
JTS00000000OSL,2013,M03,3,326,Other separations
JTS00000000OSL,2013,M04,4,343,Other separations
JTS00000000OSL,2013,M05,5,395,Other separations
JTS00000000OSL,2013,M06,6,392,Other separations
JTS00000000OSL,2013,M07,7,346,Other separations
JTS00000000OSL,2013,M08,8,379,Other separations
JTS00000000OSL,2013,M09,9,327,Other separations
JTS00000000OSL,2013,M10,10,328,Other separations
JTS00000000OSL,2013,M11,11,356,Other separations
JTS00000000OSL,2013,M12,12,338,Other separations
JTS00000000OSL,2014,M01,1,337,Other separations
JTS00000000OSL,2014,M02,2,377,Other separations
JTS00000000OSL,2014,M03,3,405,Other separations
JTS00000000OSL,2014,M04,4,406,Other separations
JTS00000000OSL,2014,M05,5,390,Other separations
JTS00000000OSL,2014,M06,6,354,Other separations
JTS00000000OSL,2014,M07,7,343,Other separations
JTS00000000OSL,2014,M08,8,390,Other separations
JTS00000000OSL,2014,M09,9,402,Other separations
JTS00000000OSL,2014,M10,10,414,Other separations
JTS00000000OSL,2014,M11,11,371,Other separations
JTS00000000OSL,2014,M12,12,461,Other separations
JTS00000000OSL,2015,M01,1,333,Other separations
JTS00000000OSL,2015,M02,2,385,Other separations
JTS00000000OSL,2015,M03,3,403,Other separations
JTS00000000OSL,2015,M04,4,402,Other separations
JTS00000000OSL,2015,M05,5,409,Other separations
JTS00000000OSL,2015,M06,6,389,Other separations
JTS00000000OSL,2015,M07,7,413,Other separations
JTS00000000OSL,2015,M08,8,389,Other separations
JTS00000000OSL,2015,M09,9,373,Other separations
JTS00000000OSL,2015,M10,10,414,Other separations
JTS00000000OSL,2015,M11,11,417,Other separations
JTS00000000OSL,2015,M12,12,411,Other separations
JTS00000000QUL,2000,M12,12,3044,Quits
JTS00000000QUL,2001,M01,1,3390,Quits
JTS00000000QUL,2001,M02,2,3284,Quits
JTS00000000QUL,2001,M03,3,3178,Quits
JTS00000000QUL,2001,M04,4,3191,Quits
JTS00000000QUL,2001,M05,5,3116,Quits
JTS00000000QUL,2001,M06,6,2993,Quits
JTS00000000QUL,2001,M07,7,2945,Quits
JTS00000000QUL,2001,M08,8,2823,Quits
JTS00000000QUL,2001,M09,9,2729,Quits
JTS00000000QUL,2001,M10,10,2843,Quits
JTS00000000QUL,2001,M11,11,2621,Quits
JTS00000000QUL,2001,M12,12,2627,Quits
JTS00000000QUL,2002,M01,1,2894,Quits
JTS00000000QUL,2002,M02,2,2675,Quits
JTS00000000QUL,2002,M03,3,2526,Quits
JTS00000000QUL,2002,M04,4,2710,Quits
JTS00000000QUL,2002,M05,5,2722,Quits
JTS00000000QUL,2002,M06,6,2602,Quits
JTS00000000QUL,2002,M07,7,2688,Quits
JTS00000000QUL,2002,M08,8,2607,Quits
JTS00000000QUL,2002,M09,9,2608,Quits
JTS00000000QUL,2002,M10,10,2563,Quits
JTS00000000QUL,2002,M11,11,2497,Quits
JTS00000000QUL,2002,M12,12,2647,Quits
JTS00000000QUL,2003,M01,1,2489,Quits
JTS00000000QUL,2003,M02,2,2498,Quits
JTS00000000QUL,2003,M03,3,2428,Quits
JTS00000000QUL,2003,M04,4,2387,Quits
JTS00000000QUL,2003,M05,5,2394,Quits
JTS00000000QUL,2003,M06,6,2365,Quits
JTS00000000QUL,2003,M07,7,2341,Quits
JTS00000000QUL,2003,M08,8,2380,Quits
JTS00000000QUL,2003,M09,9,2468,Quits
JTS00000000QUL,2003,M10,10,2508,Quits
JTS00000000QUL,2003,M11,11,2495,Quits
JTS00000000QUL,2003,M12,12,2503,Quits
JTS00000000QUL,2004,M01,1,2423,Quits
JTS00000000QUL,2004,M02,2,2467,Quits
JTS00000000QUL,2004,M03,3,2662,Quits
JTS00000000QUL,2004,M04,4,2623,Quits
JTS00000000QUL,2004,M05,5,2482,Quits
JTS00000000QUL,2004,M06,6,2666,Quits
JTS00000000QUL,2004,M07,7,2670,Quits
JTS00000000QUL,2004,M08,8,2639,Quits
JTS00000000QUL,2004,M09,9,2593,Quits
JTS00000000QUL,2004,M10,10,2585,Quits
JTS00000000QUL,2004,M11,11,2818,Quits
JTS00000000QUL,2004,M12,12,2772,Quits
JTS00000000QUL,2005,M01,1,2830,Quits
JTS00000000QUL,2005,M02,2,2675,Quits
JTS00000000QUL,2005,M03,3,2854,Quits
JTS00000000QUL,2005,M04,4,2765,Quits
JTS00000000QUL,2005,M05,5,2842,Quits
JTS00000000QUL,2005,M06,6,2796,Quits
JTS00000000QUL,2005,M07,7,2747,Quits
JTS00000000QUL,2005,M08,8,2938,Quits
JTS00000000QUL,2005,M09,9,3053,Quits
JTS00000000QUL,2005,M10,10,2943,Quits
JTS00000000QUL,2005,M11,11,2928,Quits
JTS00000000QUL,2005,M12,12,2823,Quits
JTS00000000QUL,2006,M01,1,2853,Quits
JTS00000000QUL,2006,M02,2,3013,Quits
JTS00000000QUL,2006,M03,3,3037,Quits
JTS00000000QUL,2006,M04,4,2808,Quits
JTS00000000QUL,2006,M05,5,3049,Quits
JTS00000000QUL,2006,M06,6,3034,Quits
JTS00000000QUL,2006,M07,7,2943,Quits
JTS00000000QUL,2006,M08,8,2950,Quits
JTS00000000QUL,2006,M09,9,2914,Quits
JTS00000000QUL,2006,M10,10,2936,Quits
JTS00000000QUL,2006,M11,11,3096,Quits
JTS00000000QUL,2006,M12,12,3083,Quits
JTS00000000QUL,2007,M01,1,2975,Quits
JTS00000000QUL,2007,M02,2,2995,Quits
JTS00000000QUL,2007,M03,3,2985,Quits
JTS00000000QUL,2007,M04,4,2890,Quits
JTS00000000QUL,2007,M05,5,2978,Quits
JTS00000000QUL,2007,M06,6,2829,Quits
JTS00000000QUL,2007,M07,7,2898,Quits
JTS00000000QUL,2007,M08,8,2890,Quits
JTS00000000QUL,2007,M09,9,2638,Quits
JTS00000000QUL,2007,M10,10,2853,Quits
JTS00000000QUL,2007,M11,11,2823,Quits
JTS00000000QUL,2007,M12,12,2823,Quits
JTS00000000QUL,2008,M01,1,2818,Quits
JTS00000000QUL,2008,M02,2,2809,Quits
JTS00000000QUL,2008,M03,3,2619,Quits
JTS00000000QUL,2008,M04,4,2839,Quits
JTS00000000QUL,2008,M05,5,2639,Quits
JTS00000000QUL,2008,M06,6,2620,Quits
JTS00000000QUL,2008,M07,7,2495,Quits
JTS00000000QUL,2008,M08,8,2375,Quits
JTS00000000QUL,2008,M09,9,2417,Quits
JTS00000000QUL,2008,M10,10,2443,Quits
JTS00000000QUL,2008,M11,11,2083,Quits
JTS00000000QUL,2008,M12,12,2129,Quits
JTS00000000QUL,2009,M01,1,2040,Quits
JTS00000000QUL,2009,M02,2,1959,Quits
JTS00000000QUL,2009,M03,3,1804,Quits
JTS00000000QUL,2009,M04,4,1731,Quits
JTS00000000QUL,2009,M05,5,1711,Quits
JTS00000000QUL,2009,M06,6,1737,Quits
JTS00000000QUL,2009,M07,7,1710,Quits
JTS00000000QUL,2009,M08,8,1642,Quits
JTS00000000QUL,2009,M09,9,1644,Quits
JTS00000000QUL,2009,M10,10,1670,Quits
JTS00000000QUL,2009,M11,11,1786,Quits
JTS00000000QUL,2009,M12,12,1690,Quits
JTS00000000QUL,2010,M01,1,1674,Quits
JTS00000000QUL,2010,M02,2,1737,Quits
JTS00000000QUL,2010,M03,3,1809,Quits
JTS00000000QUL,2010,M04,4,1896,Quits
JTS00000000QUL,2010,M05,5,1777,Quits
JTS00000000QUL,2010,M06,6,1909,Quits
JTS00000000QUL,2010,M07,7,1841,Quits
JTS00000000QUL,2010,M08,8,1864,Quits
JTS00000000QUL,2010,M09,9,1901,Quits
JTS00000000QUL,2010,M10,10,1875,Quits
JTS00000000QUL,2010,M11,11,1838,Quits
JTS00000000QUL,2010,M12,12,1966,Quits
JTS00000000QUL,2011,M01,1,1803,Quits
JTS00000000QUL,2011,M02,2,1879,Quits
JTS00000000QUL,2011,M03,3,1974,Quits
JTS00000000QUL,2011,M04,4,1921,Quits
JTS00000000QUL,2011,M05,5,1984,Quits
JTS00000000QUL,2011,M06,6,1951,Quits
JTS00000000QUL,2011,M07,7,1966,Quits
JTS00000000QUL,2011,M08,8,2045,Quits
JTS00000000QUL,2011,M09,9,2041,Quits
JTS00000000QUL,2011,M10,10,1963,Quits
JTS00000000QUL,2011,M11,11,1979,Quits
JTS00000000QUL,2011,M12,12,1991,Quits
JTS00000000QUL,2012,M01,1,1963,Quits
JTS00000000QUL,2012,M02,2,2096,Quits
JTS00000000QUL,2012,M03,3,2175,Quits
JTS00000000QUL,2012,M04,4,2090,Quits
JTS00000000QUL,2012,M05,5,2155,Quits
JTS00000000QUL,2012,M06,6,2147,Quits
JTS00000000QUL,2012,M07,7,2091,Quits
JTS00000000QUL,2012,M08,8,2122,Quits
JTS00000000QUL,2012,M09,9,1949,Quits
JTS00000000QUL,2012,M10,10,2042,Quits
JTS00000000QUL,2012,M11,11,2092,Quits
JTS00000000QUL,2012,M12,12,2145,Quits
JTS00000000QUL,2013,M01,1,2293,Quits
JTS00000000QUL,2013,M02,2,2277,Quits
JTS00000000QUL,2013,M03,3,2091,Quits
JTS00000000QUL,2013,M04,4,2284,Quits
JTS00000000QUL,2013,M05,5,2212,Quits
JTS00000000QUL,2013,M06,6,2211,Quits
JTS00000000QUL,2013,M07,7,2323,Quits
JTS00000000QUL,2013,M08,8,2349,Quits
JTS00000000QUL,2013,M09,9,2376,Quits
JTS00000000QUL,2013,M10,10,2407,Quits
JTS00000000QUL,2013,M11,11,2416,Quits
JTS00000000QUL,2013,M12,12,2387,Quits
JTS00000000QUL,2014,M01,1,2384,Quits
JTS00000000QUL,2014,M02,2,2438,Quits
JTS00000000QUL,2014,M03,3,2430,Quits
JTS00000000QUL,2014,M04,4,2413,Quits
JTS00000000QUL,2014,M05,5,2494,Quits
JTS00000000QUL,2014,M06,6,2469,Quits
JTS00000000QUL,2014,M07,7,2542,Quits
JTS00000000QUL,2014,M08,8,2516,Quits
JTS00000000QUL,2014,M09,9,2733,Quits
JTS00000000QUL,2014,M10,10,2746,Quits
JTS00000000QUL,2014,M11,11,2662,Quits
JTS00000000QUL,2014,M12,12,2715,Quits
JTS00000000QUL,2015,M01,1,2779,Quits
JTS00000000QUL,2015,M02,2,2720,Quits
JTS00000000QUL,2015,M03,3,2769,Quits
JTS00000000QUL,2015,M04,4,2709,Quits
JTS00000000QUL,2015,M05,5,2730,Quits
JTS00000000QUL,2015,M06,6,2738,Quits
JTS00000000QUL,2015,M07,7,2737,Quits
JTS00000000QUL,2015,M08,8,2771,Quits
JTS00000000QUL,2015,M09,9,2727,Quits
JTS00000000QUL,2015,M10,10,2784,Quits
JTS00000000QUL,2015,M11,11,2859,Quits
JTS00000000QUL,2015,M12,12,3055,Quits
JTS00000000TSL,2000,M12,12,5266,Total separations
JTS00000000TSL,2001,M01,1,5867,Total separations
JTS00000000TSL,2001,M02,2,5412,Total separations
JTS00000000TSL,2001,M03,3,5689,Total separations
JTS00000000TSL,2001,M04,4,5547,Total separations
JTS00000000TSL,2001,M05,5,5486,Total separations
JTS00000000TSL,2001,M06,6,5279,Total separations
JTS00000000TSL,2001,M07,7,5250,Total separations
JTS00000000TSL,2001,M08,8,5102,Total separations
JTS00000000TSL,2001,M09,9,5175,Total separations
JTS00000000TSL,2001,M10,10,5437,Total separations
JTS00000000TSL,2001,M11,11,5074,Total separations
JTS00000000TSL,2001,M12,12,4878,Total separations
JTS00000000TSL,2002,M01,1,5107,Total separations
JTS00000000TSL,2002,M02,2,5022,Total separations
JTS00000000TSL,2002,M03,3,4667,Total separations
JTS00000000TSL,2002,M04,4,5008,Total separations
JTS00000000TSL,2002,M05,5,5004,Total separations
JTS00000000TSL,2002,M06,6,4811,Total separations
JTS00000000TSL,2002,M07,7,5089,Total separations
JTS00000000TSL,2002,M08,8,4829,Total separations
JTS00000000TSL,2002,M09,9,4879,Total separations
JTS00000000TSL,2002,M10,10,4768,Total separations
JTS00000000TSL,2002,M11,11,4807,Total separations
JTS00000000TSL,2002,M12,12,5043,Total separations
JTS00000000TSL,2003,M01,1,4895,Total separations
JTS00000000TSL,2003,M02,2,4826,Total separations
JTS00000000TSL,2003,M03,3,4684,Total separations
JTS00000000TSL,2003,M04,4,4770,Total separations
JTS00000000TSL,2003,M05,5,4722,Total separations
JTS00000000TSL,2003,M06,6,4836,Total separations
JTS00000000TSL,2003,M07,7,4735,Total separations
JTS00000000TSL,2003,M08,8,4695,Total separations
JTS00000000TSL,2003,M09,9,4726,Total separations
JTS00000000TSL,2003,M10,10,4742,Total separations
JTS00000000TSL,2003,M11,11,4648,Total separations
JTS00000000TSL,2003,M12,12,4788,Total separations
JTS00000000TSL,2004,M01,1,4681,Total separations
JTS00000000TSL,2004,M02,2,4622,Total separations
JTS00000000TSL,2004,M03,3,4902,Total separations
JTS00000000TSL,2004,M04,4,4861,Total separations
JTS00000000TSL,2004,M05,5,4700,Total separations
JTS00000000TSL,2004,M06,6,4919,Total separations
JTS00000000TSL,2004,M07,7,4837,Total separations
JTS00000000TSL,2004,M08,8,4959,Total separations
JTS00000000TSL,2004,M09,9,4785,Total separations
JTS00000000TSL,2004,M10,10,4739,Total separations
JTS00000000TSL,2004,M11,11,5118,Total separations
JTS00000000TSL,2004,M12,12,5082,Total separations
JTS00000000TSL,2005,M01,1,5048,Total separations
JTS00000000TSL,2005,M02,2,4970,Total separations
JTS00000000TSL,2005,M03,3,5132,Total separations
JTS00000000TSL,2005,M04,4,4952,Total separations
JTS00000000TSL,2005,M05,5,5114,Total separations
JTS00000000TSL,2005,M06,6,5065,Total separations
JTS00000000TSL,2005,M07,7,4910,Total separations
JTS00000000TSL,2005,M08,8,5175,Total separations
JTS00000000TSL,2005,M09,9,5291,Total separations
JTS00000000TSL,2005,M10,10,4979,Total separations
JTS00000000TSL,2005,M11,11,4896,Total separations
JTS00000000TSL,2005,M12,12,4962,Total separations
JTS00000000TSL,2006,M01,1,4937,Total separations
JTS00000000TSL,2006,M02,2,5094,Total separations
JTS00000000TSL,2006,M03,3,5051,Total separations
JTS00000000TSL,2006,M04,4,4967,Total separations
JTS00000000TSL,2006,M05,5,5435,Total separations
JTS00000000TSL,2006,M06,6,5131,Total separations
JTS00000000TSL,2006,M07,7,5121,Total separations
JTS00000000TSL,2006,M08,8,4963,Total separations
JTS00000000TSL,2006,M09,9,5004,Total separations
JTS00000000TSL,2006,M10,10,5092,Total separations
JTS00000000TSL,2006,M11,11,5290,Total separations
JTS00000000TSL,2006,M12,12,5148,Total separations
JTS00000000TSL,2007,M01,1,5016,Total separations
JTS00000000TSL,2007,M02,2,5151,Total separations
JTS00000000TSL,2007,M03,3,5121,Total separations
JTS00000000TSL,2007,M04,4,5108,Total separations
JTS00000000TSL,2007,M05,5,5048,Total separations
JTS00000000TSL,2007,M06,6,5043,Total separations
JTS00000000TSL,2007,M07,7,5101,Total separations
JTS00000000TSL,2007,M08,8,5072,Total separations
JTS00000000TSL,2007,M09,9,5019,Total separations
JTS00000000TSL,2007,M10,10,5075,Total separations
JTS00000000TSL,2007,M11,11,5109,Total separations
JTS00000000TSL,2007,M12,12,4994,Total separations
JTS00000000TSL,2008,M01,1,4937,Total separations
JTS00000000TSL,2008,M02,2,5008,Total separations
JTS00000000TSL,2008,M03,3,4826,Total separations
JTS00000000TSL,2008,M04,4,5077,Total separations
JTS00000000TSL,2008,M05,5,4737,Total separations
JTS00000000TSL,2008,M06,6,4919,Total separations
JTS00000000TSL,2008,M07,7,4673,Total separations
JTS00000000TSL,2008,M08,8,4820,Total separations
JTS00000000TSL,2008,M09,9,4721,Total separations
JTS00000000TSL,2008,M10,10,4909,Total separations
JTS00000000TSL,2008,M11,11,4653,Total separations
JTS00000000TSL,2008,M12,12,4847,Total separations
JTS00000000TSL,2009,M01,1,4873,Total separations
JTS00000000TSL,2009,M02,2,4715,Total separations
JTS00000000TSL,2009,M03,3,4565,Total separations
JTS00000000TSL,2009,M04,4,4670,Total separations
JTS00000000TSL,2009,M05,5,4115,Total separations
JTS00000000TSL,2009,M06,6,4142,Total separations
JTS00000000TSL,2009,M07,7,4223,Total separations
JTS00000000TSL,2009,M08,8,4014,Total separations
JTS00000000TSL,2009,M09,9,4062,Total separations
JTS00000000TSL,2009,M10,10,3960,Total separations
JTS00000000TSL,2009,M11,11,3909,Total separations
JTS00000000TSL,2009,M12,12,3968,Total separations
JTS00000000TSL,2010,M01,1,3856,Total separations
JTS00000000TSL,2010,M02,2,3871,Total separations
JTS00000000TSL,2010,M03,3,4004,Total separations
JTS00000000TSL,2010,M04,4,3854,Total separations
JTS00000000TSL,2010,M05,5,3863,Total separations
JTS00000000TSL,2010,M06,6,4188,Total separations
JTS00000000TSL,2010,M07,7,4253,Total separations
JTS00000000TSL,2010,M08,8,3978,Total separations
JTS00000000TSL,2010,M09,9,4011,Total separations
JTS00000000TSL,2010,M10,10,3840,Total separations
JTS00000000TSL,2010,M11,11,3952,Total separations
JTS00000000TSL,2010,M12,12,4069,Total separations
JTS00000000TSL,2011,M01,1,3824,Total separations
JTS00000000TSL,2011,M02,2,3862,Total separations
JTS00000000TSL,2011,M03,3,4027,Total separations
JTS00000000TSL,2011,M04,4,3916,Total separations
JTS00000000TSL,2011,M05,5,4012,Total separations
JTS00000000TSL,2011,M06,6,4101,Total separations
JTS00000000TSL,2011,M07,7,4052,Total separations
JTS00000000TSL,2011,M08,8,4066,Total separations
JTS00000000TSL,2011,M09,9,4109,Total separations
JTS00000000TSL,2011,M10,10,4069,Total separations
JTS00000000TSL,2011,M11,11,4075,Total separations
JTS00000000TSL,2011,M12,12,4005,Total separations
JTS00000000TSL,2012,M01,1,3960,Total separations
JTS00000000TSL,2012,M02,2,4186,Total separations
JTS00000000TSL,2012,M03,3,4222,Total separations
JTS00000000TSL,2012,M04,4,4246,Total separations
JTS00000000TSL,2012,M05,5,4323,Total separations
JTS00000000TSL,2012,M06,6,4278,Total separations
JTS00000000TSL,2012,M07,7,4110,Total separations
JTS00000000TSL,2012,M08,8,4340,Total separations
JTS00000000TSL,2012,M09,9,4054,Total separations
JTS00000000TSL,2012,M10,10,4150,Total separations
JTS00000000TSL,2012,M11,11,4223,Total separations
JTS00000000TSL,2012,M12,12,4050,Total separations
JTS00000000TSL,2013,M01,1,4289,Total separations
JTS00000000TSL,2013,M02,2,4216,Total separations
JTS00000000TSL,2013,M03,3,4201,Total separations
JTS00000000TSL,2013,M04,4,4347,Total separations
JTS00000000TSL,2013,M05,5,4335,Total separations
JTS00000000TSL,2013,M06,6,4246,Total separations
JTS00000000TSL,2013,M07,7,4295,Total separations
JTS00000000TSL,2013,M08,8,4413,Total separations
JTS00000000TSL,2013,M09,9,4480,Total separations
JTS00000000TSL,2013,M10,10,4261,Total separations
JTS00000000TSL,2013,M11,11,4307,Total separations
JTS00000000TSL,2013,M12,12,4407,Total separations
JTS00000000TSL,2014,M01,1,4473,Total separations
JTS00000000TSL,2014,M02,2,4486,Total separations
JTS00000000TSL,2014,M03,3,4519,Total separations
JTS00000000TSL,2014,M04,4,4522,Total separations
JTS00000000TSL,2014,M05,5,4543,Total separations
JTS00000000TSL,2014,M06,6,4523,Total separations
JTS00000000TSL,2014,M07,7,4711,Total separations
JTS00000000TSL,2014,M08,8,4569,Total separations
JTS00000000TSL,2014,M09,9,4829,Total separations
JTS00000000TSL,2014,M10,10,4906,Total separations
JTS00000000TSL,2014,M11,11,4628,Total separations
JTS00000000TSL,2014,M12,12,4901,Total separations
JTS00000000TSL,2015,M01,1,4834,Total separations
JTS00000000TSL,2015,M02,2,4793,Total separations
JTS00000000TSL,2015,M03,3,5065,Total separations
JTS00000000TSL,2015,M04,4,4895,Total separations
JTS00000000TSL,2015,M05,5,4799,Total separations
JTS00000000TSL,2015,M06,6,4906,Total separations
JTS00000000TSL,2015,M07,7,4796,Total separations
JTS00000000TSL,2015,M08,8,4886,Total separations
JTS00000000TSL,2015,M09,9,4886,Total separations
JTS00000000TSL,2015,M10,10,4901,Total separations
JTS00000000TSL,2015,M11,11,4962,Total separations
JTS00000000TSL,2015,M12,12,5072,Total separations
JTS00000000JOL,2000,M12,12,4736,Job openings nonfarm in thousands
JTS00000000JOL,2001,M01,1,5385,Job openings nonfarm in thousands
JTS00000000JOL,2001,M02,2,4658,Job openings nonfarm in thousands
JTS00000000JOL,2001,M03,3,4563,Job openings nonfarm in thousands
JTS00000000JOL,2001,M04,4,4901,Job openings nonfarm in thousands
JTS00000000JOL,2001,M05,5,4550,Job openings nonfarm in thousands
JTS00000000JOL,2001,M06,6,4280,Job openings nonfarm in thousands
JTS00000000JOL,2001,M07,7,4499,Job openings nonfarm in thousands
JTS00000000JOL,2001,M08,8,4134,Job openings nonfarm in thousands
JTS00000000JOL,2001,M09,9,3975,Job openings nonfarm in thousands
JTS00000000JOL,2001,M10,10,3605,Job openings nonfarm in thousands
JTS00000000JOL,2001,M11,11,3387,Job openings nonfarm in thousands
JTS00000000JOL,2001,M12,12,3385,Job openings nonfarm in thousands
JTS00000000JOL,2002,M01,1,3759,Job openings nonfarm in thousands
JTS00000000JOL,2002,M02,2,3372,Job openings nonfarm in thousands
JTS00000000JOL,2002,M03,3,3551,Job openings nonfarm in thousands
JTS00000000JOL,2002,M04,4,3472,Job openings nonfarm in thousands
JTS00000000JOL,2002,M05,5,3596,Job openings nonfarm in thousands
JTS00000000JOL,2002,M06,6,3365,Job openings nonfarm in thousands
JTS00000000JOL,2002,M07,7,3411,Job openings nonfarm in thousands
JTS00000000JOL,2002,M08,8,3490,Job openings nonfarm in thousands
JTS00000000JOL,2002,M09,9,3308,Job openings nonfarm in thousands
JTS00000000JOL,2002,M10,10,3535,Job openings nonfarm in thousands
JTS00000000JOL,2002,M11,11,3415,Job openings nonfarm in thousands
JTS00000000JOL,2002,M12,12,2943,Job openings nonfarm in thousands
JTS00000000JOL,2003,M01,1,3824,Job openings nonfarm in thousands
JTS00000000JOL,2003,M02,2,3381,Job openings nonfarm in thousands
JTS00000000JOL,2003,M03,3,3052,Job openings nonfarm in thousands
JTS00000000JOL,2003,M04,4,3340,Job openings nonfarm in thousands
JTS00000000JOL,2003,M05,5,3233,Job openings nonfarm in thousands
JTS00000000JOL,2003,M06,6,3334,Job openings nonfarm in thousands
JTS00000000JOL,2003,M07,7,3270,Job openings nonfarm in thousands
JTS00000000JOL,2003,M08,8,3283,Job openings nonfarm in thousands
JTS00000000JOL,2003,M09,9,3074,Job openings nonfarm in thousands
JTS00000000JOL,2003,M10,10,3205,Job openings nonfarm in thousands
JTS00000000JOL,2003,M11,11,3157,Job openings nonfarm in thousands
JTS00000000JOL,2003,M12,12,3214,Job openings nonfarm in thousands
JTS00000000JOL,2004,M01,1,3459,Job openings nonfarm in thousands
JTS00000000JOL,2004,M02,2,3402,Job openings nonfarm in thousands
JTS00000000JOL,2004,M03,3,3380,Job openings nonfarm in thousands
JTS00000000JOL,2004,M04,4,3629,Job openings nonfarm in thousands
JTS00000000JOL,2004,M05,5,3660,Job openings nonfarm in thousands
JTS00000000JOL,2004,M06,6,3424,Job openings nonfarm in thousands
JTS00000000JOL,2004,M07,7,3934,Job openings nonfarm in thousands
JTS00000000JOL,2004,M08,8,3619,Job openings nonfarm in thousands
JTS00000000JOL,2004,M09,9,3742,Job openings nonfarm in thousands
JTS00000000JOL,2004,M10,10,3792,Job openings nonfarm in thousands
JTS00000000JOL,2004,M11,11,3238,Job openings nonfarm in thousands
JTS00000000JOL,2004,M12,12,3650,Job openings nonfarm in thousands
JTS00000000JOL,2005,M01,1,3670,Job openings nonfarm in thousands
JTS00000000JOL,2005,M02,2,3845,Job openings nonfarm in thousands
JTS00000000JOL,2005,M03,3,3831,Job openings nonfarm in thousands
JTS00000000JOL,2005,M04,4,4243,Job openings nonfarm in thousands
JTS00000000JOL,2005,M05,5,3884,Job openings nonfarm in thousands
JTS00000000JOL,2005,M06,6,4022,Job openings nonfarm in thousands
JTS00000000JOL,2005,M07,7,4319,Job openings nonfarm in thousands
JTS00000000JOL,2005,M08,8,4073,Job openings nonfarm in thousands
JTS00000000JOL,2005,M09,9,4237,Job openings nonfarm in thousands
JTS00000000JOL,2005,M10,10,4277,Job openings nonfarm in thousands
JTS00000000JOL,2005,M11,11,4220,Job openings nonfarm in thousands
JTS00000000JOL,2005,M12,12,4064,Job openings nonfarm in thousands
JTS00000000JOL,2006,M01,1,4298,Job openings nonfarm in thousands
JTS00000000JOL,2006,M02,2,4229,Job openings nonfarm in thousands
JTS00000000JOL,2006,M03,3,4493,Job openings nonfarm in thousands
JTS00000000JOL,2006,M04,4,4680,Job openings nonfarm in thousands
JTS00000000JOL,2006,M05,5,4389,Job openings nonfarm in thousands
JTS00000000JOL,2006,M06,6,4349,Job openings nonfarm in thousands
JTS00000000JOL,2006,M07,7,4154,Job openings nonfarm in thousands
JTS00000000JOL,2006,M08,8,4560,Job openings nonfarm in thousands
JTS00000000JOL,2006,M09,9,4516,Job openings nonfarm in thousands
JTS00000000JOL,2006,M10,10,4472,Job openings nonfarm in thousands
JTS00000000JOL,2006,M11,11,4341,Job openings nonfarm in thousands
JTS00000000JOL,2006,M12,12,4278,Job openings nonfarm in thousands
JTS00000000JOL,2007,M01,1,4630,Job openings nonfarm in thousands
JTS00000000JOL,2007,M02,2,4465,Job openings nonfarm in thousands
JTS00000000JOL,2007,M03,3,4666,Job openings nonfarm in thousands
JTS00000000JOL,2007,M04,4,4824,Job openings nonfarm in thousands
JTS00000000JOL,2007,M05,5,4550,Job openings nonfarm in thousands
JTS00000000JOL,2007,M06,6,4608,Job openings nonfarm in thousands
JTS00000000JOL,2007,M07,7,4490,Job openings nonfarm in thousands
JTS00000000JOL,2007,M08,8,4555,Job openings nonfarm in thousands
JTS00000000JOL,2007,M09,9,4523,Job openings nonfarm in thousands
JTS00000000JOL,2007,M10,10,4300,Job openings nonfarm in thousands
JTS00000000JOL,2007,M11,11,4156,Job openings nonfarm in thousands
JTS00000000JOL,2007,M12,12,4123,Job openings nonfarm in thousands
JTS00000000JOL,2008,M01,1,4260,Job openings nonfarm in thousands
JTS00000000JOL,2008,M02,2,4042,Job openings nonfarm in thousands
JTS00000000JOL,2008,M03,3,4001,Job openings nonfarm in thousands
JTS00000000JOL,2008,M04,4,4098,Job openings nonfarm in thousands
JTS00000000JOL,2008,M05,5,3960,Job openings nonfarm in thousands
JTS00000000JOL,2008,M06,6,3767,Job openings nonfarm in thousands
JTS00000000JOL,2008,M07,7,3821,Job openings nonfarm in thousands
JTS00000000JOL,2008,M08,8,3665,Job openings nonfarm in thousands
JTS00000000JOL,2008,M09,9,3264,Job openings nonfarm in thousands
JTS00000000JOL,2008,M10,10,3292,Job openings nonfarm in thousands
JTS00000000JOL,2008,M11,11,2956,Job openings nonfarm in thousands
JTS00000000JOL,2008,M12,12,2830,Job openings nonfarm in thousands
JTS00000000JOL,2009,M01,1,2767,Job openings nonfarm in thousands
JTS00000000JOL,2009,M02,2,2791,Job openings nonfarm in thousands
JTS00000000JOL,2009,M03,3,2491,Job openings nonfarm in thousands
JTS00000000JOL,2009,M04,4,2357,Job openings nonfarm in thousands
JTS00000000JOL,2009,M05,5,2427,Job openings nonfarm in thousands
JTS00000000JOL,2009,M06,6,2428,Job openings nonfarm in thousands
JTS00000000JOL,2009,M07,7,2196,Job openings nonfarm in thousands
JTS00000000JOL,2009,M08,8,2306,Job openings nonfarm in thousands
JTS00000000JOL,2009,M09,9,2478,Job openings nonfarm in thousands
JTS00000000JOL,2009,M10,10,2400,Job openings nonfarm in thousands
JTS00000000JOL,2009,M11,11,2350,Job openings nonfarm in thousands
JTS00000000JOL,2009,M12,12,2407,Job openings nonfarm in thousands
JTS00000000JOL,2010,M01,1,2636,Job openings nonfarm in thousands
JTS00000000JOL,2010,M02,2,2578,Job openings nonfarm in thousands
