Series ID,Year,Period,Value
LNS11300001,1967,M01,"80,5"
LNS11300001,1967,M02,"80,4"
LNS11300001,1967,M03,"80,2"
LNS11300001,1967,M04,"80,3"
LNS11300001,1967,M05,"80,3"
LNS11300001,1967,M06,"80,6"
LNS11300001,1967,M07,"80,6"
LNS11300001,1967,M08,"80,6"
LNS11300001,1967,M09,"80,3"
LNS11300001,1967,M10,"80,5"
LNS11300001,1967,M11,"80,4"
LNS11300001,1967,M12,"80,4"
LNS11300001,1968,M01,"79,8"
LNS11300001,1968,M02,"80,2"
LNS11300001,1968,M03,"80,0"
LNS11300001,1968,M04,"80,1"
LNS11300001,1968,M05,"80,1"
LNS11300001,1968,M06,"80,5"
LNS11300001,1968,M07,"80,3"
LNS11300001,1968,M08,"80,3"
LNS11300001,1968,M09,"79,9"
LNS11300001,1968,M10,"79,9"
LNS11300001,1968,M11,"79,8"
LNS11300001,1968,M12,"80,0"
LNS11300001,1969,M01,"79,8"
LNS11300001,1969,M02,"80,0"
LNS11300001,1969,M03,"79,9"
LNS11300001,1969,M04,"79,8"
LNS11300001,1969,M05,"79,5"
LNS11300001,1969,M06,"79,7"
LNS11300001,1969,M07,"79,8"
LNS11300001,1969,M08,"79,9"
LNS11300001,1969,M09,"80,1"
LNS11300001,1969,M10,"79,9"
LNS11300001,1969,M11,"79,8"
LNS11300001,1969,M12,"79,7"
LNS11300001,1970,M01,"79,9"
LNS11300001,1970,M02,"80,0"
LNS11300001,1970,M03,"80,0"
LNS11300001,1970,M04,"80,0"
LNS11300001,1970,M05,"79,9"
LNS11300001,1970,M06,"79,6"
LNS11300001,1970,M07,"79,6"
LNS11300001,1970,M08,"79,4"
LNS11300001,1970,M09,"79,5"
LNS11300001,1970,M10,"79,4"
LNS11300001,1970,M11,"79,5"
LNS11300001,1970,M12,"79,6"
LNS11300001,1971,M01,"79,4"
LNS11300001,1971,M02,"79,1"
LNS11300001,1971,M03,"78,9"
LNS11300001,1971,M04,"79,3"
LNS11300001,1971,M05,"79,3"
LNS11300001,1971,M06,"78,8"
LNS11300001,1971,M07,"79,3"
LNS11300001,1971,M08,"79,3"
LNS11300001,1971,M09,"79,0"
LNS11300001,1971,M10,"78,9"
LNS11300001,1971,M11,"79,1"
LNS11300001,1971,M12,"79,1"
LNS11300001,1972,M01,"78,8"
LNS11300001,1972,M02,"78,8"
LNS11300001,1972,M03,"79,1"
LNS11300001,1972,M04,"78,9"
LNS11300001,1972,M05,"78,9"
LNS11300001,1972,M06,"79,0"
LNS11300001,1972,M07,"78,9"
LNS11300001,1972,M08,"79,1"
LNS11300001,1972,M09,"78,9"
LNS11300001,1972,M10,"78,8"
LNS11300001,1972,M11,"78,8"
LNS11300001,1972,M12,"79,0"
LNS11300001,1973,M01,"78,4"
LNS11300001,1973,M02,"78,8"
LNS11300001,1973,M03,"79,1"
LNS11300001,1973,M04,"78,9"
LNS11300001,1973,M05,"78,6"
LNS11300001,1973,M06,"78,8"
LNS11300001,1973,M07,"78,9"
LNS11300001,1973,M08,"78,6"
LNS11300001,1973,M09,"78,6"
LNS11300001,1973,M10,"78,8"
LNS11300001,1973,M11,"79,0"
LNS11300001,1973,M12,"79,1"
LNS11300001,1974,M01,"79,5"
LNS11300001,1974,M02,"79,3"
LNS11300001,1974,M03,"79,0"
LNS11300001,1974,M04,"78,6"
LNS11300001,1974,M05,"78,7"
LNS11300001,1974,M06,"78,7"
LNS11300001,1974,M07,"78,4"
LNS11300001,1974,M08,"78,4"
LNS11300001,1974,M09,"78,6"
LNS11300001,1974,M10,"78,6"
LNS11300001,1974,M11,"78,6"
LNS11300001,1974,M12,"78,4"
LNS11300001,1975,M01,"78,3"
LNS11300001,1975,M02,"78,0"
LNS11300001,1975,M03,"78,0"
LNS11300001,1975,M04,"78,1"
LNS11300001,1975,M05,"78,3"
LNS11300001,1975,M06,"77,8"
LNS11300001,1975,M07,"78,1"
LNS11300001,1975,M08,"77,9"
LNS11300001,1975,M09,"77,8"
LNS11300001,1975,M10,"77,6"
LNS11300001,1975,M11,"77,5"
LNS11300001,1975,M12,"77,2"
LNS11300001,1976,M01,"77,4"
LNS11300001,1976,M02,"77,3"
LNS11300001,1976,M03,"77,3"
LNS11300001,1976,M04,"77,7"
LNS11300001,1976,M05,"77,6"
LNS11300001,1976,M06,"77,3"
LNS11300001,1976,M07,"77,6"
LNS11300001,1976,M08,"77,6"
LNS11300001,1976,M09,"77,5"
LNS11300001,1976,M10,"77,5"
LNS11300001,1976,M11,"77,7"
LNS11300001,1976,M12,"77,6"
LNS11300001,1977,M01,"77,3"
LNS11300001,1977,M02,"77,6"
LNS11300001,1977,M03,"77,5"
LNS11300001,1977,M04,"77,5"
LNS11300001,1977,M05,"77,6"
LNS11300001,1977,M06,"77,8"
LNS11300001,1977,M07,"77,6"
LNS11300001,1977,M08,"77,7"
LNS11300001,1977,M09,"77,3"
LNS11300001,1977,M10,"77,8"
LNS11300001,1977,M11,"78,0"
LNS11300001,1977,M12,"78,0"
LNS11300001,1978,M01,"77,9"
LNS11300001,1978,M02,"77,8"
LNS11300001,1978,M03,"77,7"
LNS11300001,1978,M04,"77,8"
LNS11300001,1978,M05,"77,8"
LNS11300001,1978,M06,"78,0"
LNS11300001,1978,M07,"77,8"
LNS11300001,1978,M08,"77,8"
LNS11300001,1978,M09,"77,6"
LNS11300001,1978,M10,"77,8"
LNS11300001,1978,M11,"78,0"
LNS11300001,1978,M12,"78,0"
LNS11300001,1979,M01,"78,2"
LNS11300001,1979,M02,"78,3"
LNS11300001,1979,M03,"78,0"
LNS11300001,1979,M04,"77,8"
LNS11300001,1979,M05,"77,6"
LNS11300001,1979,M06,"77,8"
LNS11300001,1979,M07,"77,9"
LNS11300001,1979,M08,"77,7"
LNS11300001,1979,M09,"77,9"
LNS11300001,1979,M10,"77,6"
LNS11300001,1979,M11,"77,5"
LNS11300001,1979,M12,"77,6"
LNS11300001,1980,M01,"77,8"
LNS11300001,1980,M02,"77,9"
LNS11300001,1980,M03,"77,6"
LNS11300001,1980,M04,"77,5"
LNS11300001,1980,M05,"77,7"
LNS11300001,1980,M06,"77,4"
LNS11300001,1980,M07,"77,5"
LNS11300001,1980,M08,"77,3"
LNS11300001,1980,M09,"77,2"
LNS11300001,1980,M10,"77,3"
LNS11300001,1980,M11,"77,3"
LNS11300001,1980,M12,"77,0"
LNS11300001,1981,M01,"77,3"
LNS11300001,1981,M02,"77,2"
LNS11300001,1981,M03,"77,3"
LNS11300001,1981,M04,"77,5"
LNS11300001,1981,M05,"77,5"
LNS11300001,1981,M06,"76,7"
LNS11300001,1981,M07,"76,8"
LNS11300001,1981,M08,"76,9"
LNS11300001,1981,M09,"76,6"
LNS11300001,1981,M10,"76,7"
LNS11300001,1981,M11,"76,7"
LNS11300001,1981,M12,"76,6"
LNS11300001,1982,M01,"76,6"
LNS11300001,1982,M02,"76,7"
LNS11300001,1982,M03,"76,6"
LNS11300001,1982,M04,"76,7"
LNS11300001,1982,M05,"77,0"
LNS11300001,1982,M06,"76,5"
LNS11300001,1982,M07,"76,5"
LNS11300001,1982,M08,"76,6"
LNS11300001,1982,M09,"76,7"
LNS11300001,1982,M10,"76,7"
LNS11300001,1982,M11,"76,7"
LNS11300001,1982,M12,"76,5"
LNS11300001,1983,M01,"76,1"
LNS11300001,1983,M02,"76,0"
LNS11300001,1983,M03,"76,0"
LNS11300001,1983,M04,"76,1"
LNS11300001,1983,M05,"76,1"
LNS11300001,1983,M06,"76,8"
LNS11300001,1983,M07,"76,7"
LNS11300001,1983,M08,"76,7"
LNS11300001,1983,M09,"76,5"
LNS11300001,1983,M10,"76,3"
LNS11300001,1983,M11,"76,5"
LNS11300001,1983,M12,"76,3"
LNS11300001,1984,M01,"76,1"
LNS11300001,1984,M02,"76,2"
LNS11300001,1984,M03,"76,2"
LNS11300001,1984,M04,"76,2"
LNS11300001,1984,M05,"76,3"
LNS11300001,1984,M06,"76,6"
LNS11300001,1984,M07,"76,4"
LNS11300001,1984,M08,"76,3"
LNS11300001,1984,M09,"76,5"
LNS11300001,1984,M10,"76,3"
LNS11300001,1984,M11,"76,4"
LNS11300001,1984,M12,"76,5"
LNS11300001,1985,M01,"76,3"
LNS11300001,1985,M02,"76,2"
LNS11300001,1985,M03,"76,3"
LNS11300001,1985,M04,"76,4"
LNS11300001,1985,M05,"76,3"
LNS11300001,1985,M06,"76,1"
LNS11300001,1985,M07,"76,2"
LNS11300001,1985,M08,"76,2"
LNS11300001,1985,M09,"76,3"
LNS11300001,1985,M10,"76,4"
LNS11300001,1985,M11,"76,2"
LNS11300001,1985,M12,"76,1"
LNS11300001,1986,M01,"76,2"
LNS11300001,1986,M02,"76,2"
LNS11300001,1986,M03,"76,2"
LNS11300001,1986,M04,"76,2"
LNS11300001,1986,M05,"76,2"
LNS11300001,1986,M06,"76,3"
LNS11300001,1986,M07,"76,3"
LNS11300001,1986,M08,"76,1"
LNS11300001,1986,M09,"76,3"
LNS11300001,1986,M10,"76,2"
LNS11300001,1986,M11,"76,4"
LNS11300001,1986,M12,"76,3"
LNS11300001,1987,M01,"76,3"
LNS11300001,1987,M02,"76,3"
LNS11300001,1987,M03,"76,2"
LNS11300001,1987,M04,"76,1"
LNS11300001,1987,M05,"76,4"
LNS11300001,1987,M06,"76,1"
LNS11300001,1987,M07,"76,0"
LNS11300001,1987,M08,"76,3"
LNS11300001,1987,M09,"76,0"
LNS11300001,1987,M10,"76,2"
LNS11300001,1987,M11,"76,1"
LNS11300001,1987,M12,"76,1"
LNS11300001,1988,M01,"76,2"
LNS11300001,1988,M02,"76,2"
LNS11300001,1988,M03,"75,9"
LNS11300001,1988,M04,"76,2"
LNS11300001,1988,M05,"76,2"
LNS11300001,1988,M06,"76,2"
LNS11300001,1988,M07,"76,2"
LNS11300001,1988,M08,"76,5"
LNS11300001,1988,M09,"76,2"
LNS11300001,1988,M10,"76,1"
LNS11300001,1988,M11,"76,1"
LNS11300001,1988,M12,"76,0"
LNS11300001,1989,M01,"76,4"
LNS11300001,1989,M02,"76,3"
LNS11300001,1989,M03,"76,3"
LNS11300001,1989,M04,"76,5"
LNS11300001,1989,M05,"76,3"
LNS11300001,1989,M06,"76,7"
LNS11300001,1989,M07,"76,5"
LNS11300001,1989,M08,"76,5"
LNS11300001,1989,M09,"76,1"
LNS11300001,1989,M10,"76,5"
LNS11300001,1989,M11,"76,4"
LNS11300001,1989,M12,"76,4"
LNS11300001,1990,M01,"76,7"
LNS11300001,1990,M02,"76,6"
LNS11300001,1990,M03,"76,6"
LNS11300001,1990,M04,"76,4"
LNS11300001,1990,M05,"76,4"
LNS11300001,1990,M06,"76,3"
LNS11300001,1990,M07,"76,3"
LNS11300001,1990,M08,"76,3"
LNS11300001,1990,M09,"76,1"
LNS11300001,1990,M10,"76,2"
LNS11300001,1990,M11,"76,3"
LNS11300001,1990,M12,"76,3"
LNS11300001,1991,M01,"76,0"
LNS11300001,1991,M02,"75,9"
LNS11300001,1991,M03,"76,1"
LNS11300001,1991,M04,"76,0"
LNS11300001,1991,M05,"75,8"
LNS11300001,1991,M06,"75,8"
LNS11300001,1991,M07,"75,8"
LNS11300001,1991,M08,"75,6"
LNS11300001,1991,M09,"75,8"
LNS11300001,1991,M10,"75,6"
LNS11300001,1991,M11,"75,5"
LNS11300001,1991,M12,"75,4"
LNS11300001,1992,M01,"75,7"
LNS11300001,1992,M02,"75,6"
LNS11300001,1992,M03,"75,8"
LNS11300001,1992,M04,"75,8"
LNS11300001,1992,M05,"76,1"
LNS11300001,1992,M06,"76,2"
LNS11300001,1992,M07,"76,0"
LNS11300001,1992,M08,"76,0"
LNS11300001,1992,M09,"75,9"
LNS11300001,1992,M10,"75,6"
LNS11300001,1992,M11,"75,6"
LNS11300001,1992,M12,"75,5"
LNS11300001,1993,M01,"75,4"
LNS11300001,1993,M02,"75,4"
LNS11300001,1993,M03,"75,6"
LNS11300001,1993,M04,"75,4"
LNS11300001,1993,M05,"75,6"
LNS11300001,1993,M06,"75,7"
LNS11300001,1993,M07,"75,7"
LNS11300001,1993,M08,"75,7"
LNS11300001,1993,M09,"75,2"
LNS11300001,1993,M10,"75,3"
LNS11300001,1993,M11,"75,1"
LNS11300001,1993,M12,"75,0"
LNS11300001,1994,M01,"75,3"
LNS11300001,1994,M02,"75,1"
LNS11300001,1994,M03,"74,9"
LNS11300001,1994,M04,"74,9"
LNS11300001,1994,M05,"74,8"
LNS11300001,1994,M06,"74,7"
LNS11300001,1994,M07,"74,8"
LNS11300001,1994,M08,"75,0"
LNS11300001,1994,M09,"75,0"
LNS11300001,1994,M10,"75,2"
LNS11300001,1994,M11,"75,2"
LNS11300001,1994,M12,"75,4"
LNS11300001,1995,M01,"75,4"
LNS11300001,1995,M02,"75,4"
LNS11300001,1995,M03,"75,3"
LNS11300001,1995,M04,"75,3"
LNS11300001,1995,M05,"74,9"
LNS11300001,1995,M06,"75,0"
LNS11300001,1995,M07,"74,9"
LNS11300001,1995,M08,"74,8"
LNS11300001,1995,M09,"75,0"
LNS11300001,1995,M10,"74,7"
LNS11300001,1995,M11,"74,6"
LNS11300001,1995,M12,"74,6"
LNS11300001,1996,M01,"74,6"
LNS11300001,1996,M02,"74,9"
LNS11300001,1996,M03,"74,9"
LNS11300001,1996,M04,"74,9"
LNS11300001,1996,M05,"75,0"
LNS11300001,1996,M06,"75,0"
LNS11300001,1996,M07,"75,2"
LNS11300001,1996,M08,"74,8"
LNS11300001,1996,M09,"75,0"
LNS11300001,1996,M10,"75,1"
LNS11300001,1996,M11,"74,9"
LNS11300001,1996,M12,"74,8"
LNS11300001,1997,M01,"74,9"
LNS11300001,1997,M02,"74,9"
LNS11300001,1997,M03,"75,0"
LNS11300001,1997,M04,"75,1"
LNS11300001,1997,M05,"75,0"
LNS11300001,1997,M06,"75,0"
LNS11300001,1997,M07,"75,0"
LNS11300001,1997,M08,"75,0"
LNS11300001,1997,M09,"74,9"
LNS11300001,1997,M10,"74,9"
LNS11300001,1997,M11,"75,1"
LNS11300001,1997,M12,"74,9"
LNS11300001,1998,M01,"74,9"
LNS11300001,1998,M02,"74,8"
LNS11300001,1998,M03,"74,8"
LNS11300001,1998,M04,"74,8"
LNS11300001,1998,M05,"74,9"
LNS11300001,1998,M06,"74,9"
LNS11300001,1998,M07,"75,0"
LNS11300001,1998,M08,"74,6"
LNS11300001,1998,M09,"75,0"
LNS11300001,1998,M10,"74,9"
LNS11300001,1998,M11,"75,0"
LNS11300001,1998,M12,"74,9"
LNS11300001,1999,M01,"75,0"
LNS11300001,1999,M02,"74,9"
LNS11300001,1999,M03,"74,7"
LNS11300001,1999,M04,"74,6"
LNS11300001,1999,M05,"74,8"
LNS11300001,1999,M06,"74,7"
LNS11300001,1999,M07,"74,7"
LNS11300001,1999,M08,"74,6"
LNS11300001,1999,M09,"74,6"
LNS11300001,1999,M10,"74,6"
LNS11300001,1999,M11,"74,6"
LNS11300001,1999,M12,"74,8"
LNS11300001,2000,M01,"75,1"
LNS11300001,2000,M02,"75,3"
LNS11300001,2000,M03,"75,0"
LNS11300001,2000,M04,"74,9"
LNS11300001,2000,M05,"74,8"
LNS11300001,2000,M06,"74,8"
LNS11300001,2000,M07,"74,5"
LNS11300001,2000,M08,"74,8"
LNS11300001,2000,M09,"74,6"
LNS11300001,2000,M10,"74,5"
LNS11300001,2000,M11,"74,6"
LNS11300001,2000,M12,"74,7"
LNS11300001,2001,M01,"75,0"
LNS11300001,2001,M02,"74,8"
LNS11300001,2001,M03,"74,7"
LNS11300001,2001,M04,"74,6"
LNS11300001,2001,M05,"74,4"
LNS11300001,2001,M06,"74,3"
LNS11300001,2001,M07,"74,4"
LNS11300001,2001,M08,"74,1"
LNS11300001,2001,M09,"74,5"
LNS11300001,2001,M10,"74,4"
LNS11300001,2001,M11,"74,3"
LNS11300001,2001,M12,"74,3"
LNS11300001,2002,M01,"74,0"
LNS11300001,2002,M02,"74,2"
LNS11300001,2002,M03,"74,1"
LNS11300001,2002,M04,"74,2"
LNS11300001,2002,M05,"74,5"
LNS11300001,2002,M06,"74,2"
LNS11300001,2002,M07,"74,1"
LNS11300001,2002,M08,"74,1"
LNS11300001,2002,M09,"74,4"
LNS11300001,2002,M10,"74,0"
LNS11300001,2002,M11,"73,7"
LNS11300001,2002,M12,"73,6"
LNS11300001,2003,M01,"73,5"
LNS11300001,2003,M02,"73,7"
LNS11300001,2003,M03,"73,3"
LNS11300001,2003,M04,"73,6"
LNS11300001,2003,M05,"73,6"
LNS11300001,2003,M06,"73,6"
LNS11300001,2003,M07,"73,4"
LNS11300001,2003,M08,"73,3"
LNS11300001,2003,M09,"73,6"
LNS11300001,2003,M10,"73,4"
LNS11300001,2003,M11,"73,6"
LNS11300001,2003,M12,"73,5"
LNS11300001,2004,M01,"73,7"
LNS11300001,2004,M02,"73,2"
LNS11300001,2004,M03,"73,2"
LNS11300001,2004,M04,"73,1"
LNS11300001,2004,M05,"73,1"
LNS11300001,2004,M06,"73,3"
LNS11300001,2004,M07,"73,5"
LNS11300001,2004,M08,"73,4"
LNS11300001,2004,M09,"73,2"
LNS11300001,2004,M10,"73,3"
LNS11300001,2004,M11,"73,5"
LNS11300001,2004,M12,"73,2"
LNS11300001,2005,M01,"73,0"
LNS11300001,2005,M02,"73,2"
LNS11300001,2005,M03,"73,2"
LNS11300001,2005,M04,"73,4"
LNS11300001,2005,M05,"73,5"
LNS11300001,2005,M06,"73,4"
LNS11300001,2005,M07,"73,4"
LNS11300001,2005,M08,"73,5"
LNS11300001,2005,M09,"73,3"
LNS11300001,2005,M10,"73,2"
LNS11300001,2005,M11,"73,2"
LNS11300001,2005,M12,"73,2"
LNS11300001,2006,M01,"73,4"
LNS11300001,2006,M02,"73,5"
LNS11300001,2006,M03,"73,6"
LNS11300001,2006,M04,"73,5"
LNS11300001,2006,M05,"73,5"
LNS11300001,2006,M06,"73,4"
LNS11300001,2006,M07,"73,1"
LNS11300001,2006,M08,"73,4"
LNS11300001,2006,M09,"73,4"
LNS11300001,2006,M10,"73,4"
LNS11300001,2006,M11,"73,5"
LNS11300001,2006,M12,"73,7"
LNS11300001,2007,M01,"73,8"
LNS11300001,2007,M02,"73,6"
LNS11300001,2007,M03,"73,5"
LNS11300001,2007,M04,"73,4"
LNS11300001,2007,M05,"73,2"
LNS11300001,2007,M06,"73,3"
LNS11300001,2007,M07,"73,1"
LNS11300001,2007,M08,"72,8"
LNS11300001,2007,M09,"73,0"
LNS11300001,2007,M10,"72,9"
LNS11300001,2007,M11,"73,1"
LNS11300001,2007,M12,"73,1"
LNS11300001,2008,M01,"73,4"
LNS11300001,2008,M02,"73,1"
LNS11300001,2008,M03,"73,1"
LNS11300001,2008,M04,"72,9"
LNS11300001,2008,M05,"73,1"
LNS11300001,2008,M06,"73,0"
LNS11300001,2008,M07,"73,1"
LNS11300001,2008,M08,"72,9"
LNS11300001,2008,M09,"72,9"
LNS11300001,2008,M10,"72,9"
LNS11300001,2008,M11,"72,7"
LNS11300001,2008,M12,"72,5"
LNS11300001,2009,M01,"72,4"
LNS11300001,2009,M02,"72,4"
LNS11300001,2009,M03,"72,1"
